id,cant_victimas,fecha,anio,mes,dia,hora,hora_int,dir,tipo_calle,calle,alt,cruce,dir_normalizada,comuna,point,longitud,latitude,victima,acusado
2016-0001,1,2016-01-01,2016,1,1,04:00:00,4,Av Piedra Buena Y Av Fernandez De La Cruz,Avenida,PIEDRA BUENA AV.,0,"Fernandez De La Cruz, F., Gral. Av.","Piedra Buena Av. Y Fernandez De La Cruz, F., Gral. Av.",8,Point (98896.78238426 93532.43437792),-58.47533969,-34.68757022,Moto,Auto
2016-0002,1,2016-01-02,2016,1,2,01:15:00,1,Av Gral Paz  Y Av De Los Corrales,Avenida,"PAZ, GRAL. AV.",0,De Los Corrales Av.,"Paz, Gral. Av. Y De Los Corrales Av.",9,Point (95832.05571093 95505.41641999),-58.50877521,-34.66977709,Auto,Pasajeros
2016-0003,1,2016-01-03,2016,1,3,07:00:00,7,Av Entre Rios 2034,Avenida,ENTRE RIOS AV.,2034,Nan,Entre Rios Av. 2034,1,Point (106684.29090040 99706.57687843),-58.39040293,-34.63189362,Moto,Auto
2016-0004,1,2016-01-10,2016,1,10,00:00:00,0,Av Larrazabal Y Gral Villegas Conrado,Avenida,LARRAZABAL AV.,0,"Villegas, Conrado, Gral.","Larrazabal Av. Y Villegas, Conrado, Gral.",8,Point (99840.65224780 94269.16534422),-58.46503904,-34.68092974,Moto,Sd
2016-0005,1,2016-01-21,2016,1,21,05:20:00,5,Av San Juan Y Presidente Luis Saenz Peña ,Avenida,SAN JUAN AV.,0,"Saenz Pe?A, Luis, Pres.","San Juan Av. Y Saenz Peã‘A, Luis, Pres.",1,Point (106980.32827929 100752.16915795),-58.38718297,-34.62246630,Moto,Pasajeros
2016-0008,1,2016-01-24,2016,1,24,18:30:00,18,Av 27 De Febrero Y Av Escalada,Avenida,27 DE FEBRERO AV.,0,Escalada Av.,27 De Febrero Av. Y Escalada Av.,8,Point (101721.59002217 93844.25656649),-58.44451316,-34.68475866,Moto,Objeto Fijo
2016-0009,1,2016-01-24,2016,1,24,19:10:00,19,Nogoya Y Joaquin V. Gonzales,Calle,NOGOYA,0,"Gonzalez, Joaquin V.","Nogoya Y Gonzalez, Joaquin V.",11,Point (96545.87592078 102330.67262199),-58.50095869,-34.60825440,Moto,Auto
2016-0010,1,2016-01-29,2016,1,29,15:20:00,15,Av General Paz Y Av De Los Corrales,Avenida,"PAZ, GRAL. AV.",0,De Los Corrales Av.,"Paz, Gral. Av. Y De Los Corrales Av.",9,Point (95832.05571093 95505.41641999),-58.50877521,-34.66977709,Moto,Auto
2016-0012,1,2016-02-08,2016,2,8,01:20:00,1,Av Belgrano Y Bernardo De Irigoyen,Avenida,BELGRANO AV.,0,"Irigoyen, Bernardo De","Belgrano Av. E Irigoyen, Bernardo De",1,Point (107595.35084333 101797.50052813),-58.38048577,-34.61303893,Moto,Cargas
2016-0013,1,2016-02-10,2016,2,10,11:30:00,11,Av Entre Rios 1366,Avenida,ENTRE RIOS AV.,1366,Nan,Entre Rios Av. 1366,1,Point (106616.41069662 100496.44662323),-58.39114932,-34.62477387,Peaton,Auto
2016-0015,1,2016-02-14,2016,2,14,05:14:00,5,Av Scalabrini Ortiz Y Vera,Avenida,"SCALABRINI ORTIZ, RAUL AV.",0,Vera,"Scalabrini Ortiz, Raul Av. Y Vera",15,Point (102357.43746828 103343.52002839),-58.43760020,-34.59912758,Peaton,Auto
2016-0016,1,2016-02-14,2016,2,14,22:00:00,22,Av Regimiento De Patricios Y Quinquela Martin Benito,Avenida,REGIMIENTO DE PATRICIOS AV.,0,"Quinquela Martin, Benito","Regimiento De Patricios Av. Y Quinquela Martin, Benito",4,Point (108661.59115206 98481.75445555),-58.36882665,-34.64291993,Moto,Auto
2016-0017,1,2016-02-15,2016,2,15,16:54:00,16,Mariano Acosta Y Ana Maria Janer,Avenida,"ACOSTA, MARIANO",0,"Janer, Ana Maria","Acosta, Mariano Y Janer, Ana Maria",8,Point (101228.61094416 96623.72136186),-58.44989671,-34.65970435,Peaton,Moto
2016-0019,1,2016-02-17,2016,2,17,09:30:00,9,Lisandro De La Torre Y Severo Garcia Grande De Zequeira ,Calle,"DE LA TORRE, LISANDRO",0,"Garcia Grande De Zequeira, Severo","De La Torre, Lisandro Y Garcia Grande De Zequeira, Severo",9,Point (95727.37083199 97179.35560349),-58.50990884,-34.65468721,Peaton,Pasajeros
2016-0020,1,2016-02-17,2016,2,17,16:00:00,16,Suipacha 156,Calle,SUIPACHA,156,Nan,Suipacha 156,1,Point (107684.31807562 102519.17333314),-58.37952223,-34.60653282,Peaton,Auto
2016-0021,1,2016-02-17,2016,2,17,23:35:00,23,Av Directorio Y Curapaligue,Avenida,DIRECTORIO AV.,0,Curapaligue,Directorio Av. Y Curapaligue,7,Point (101074.94198885 99848.19369046),-58.45157703,-34.63063795,Auto,Auto
2016-0022,1,2016-02-21,2016,2,21,06:00:00,6,Av 9 De Julio Y Adolfo Alsina,Avenida,9 DE JULIO AV.,0,"Alsina, Adolfo","9 De Julio Av. Y Alsina, Adolfo",1,Point (107507.39502374 102046.08333077),-58.38144696,-34.61079875,Moto,Auto
2016-0025,1,2016-02-28,2016,2,28,04:50:00,4,Av Gral Paz Y Av 27 De Febrero,Avenida,"PAZ, GRAL. AV.",0,27 De Febrero Av.,"Paz, Gral. Av. Y 27 De Febrero Av.",8,Point (100077.95205948 91571.23307293),-58.46244952,-34.70524971,Auto,Auto
2016-0026,1,2016-02-28,2016,2,28,07:30:00,7,Holmberg Y Vedia,Calle,HOLMBERG,0,Vedia,Holmberg Y Vedia,12,Point (97350.75566590 109083.19420265),-58.49216191,-34.54738649,Auto,Objeto Fijo
2016-0027,1,2016-02-28,2016,2,28,09:35:00,9,Curapaligue Y Avelino Diaz,Avenida,CURAPALIGUE AV.,0,"Diaz, Avelino","Curapaligue Av. Y Diaz, Avelino",7,Point (101679.82794245 98973.02976850),-58.44497874,-34.63852623,Auto,Auto
2016-0028,1,2016-03-02,2016,3,2,10:00:00,10,Viamonte Y Av 9 De Julio,Avenida,VIAMONTE,0,9 De Julio Av.,Viamonte Y 9 De Julio Av.,1,Point (107457.87314266 103212.28518029),-58.38199706,-34.60028648,Peaton,Cargas
2016-0029,1,2016-03-04,2016,3,4,17:30:00,17,Av Cabildo Y Deheza,Avenida,CABILDO AV.,0,Deheza,Cabildo Av. Y Deheza,12,Point (99037.31284333 109733.12041651),-58.47378664,-34.54153077,Peaton,Pasajeros
2016-0031,1,2016-03-08,2016,3,8,12:30:00,12,Av Gral Paz Y Av Cnel Roca,Avenida,"PAZ, GRAL. AV.",0,"Roca, Cnel. Av.","Paz, Gral. Av. Y Roca, Cnel. Av.",8,Point (99327.01838497 92326.91130631),-58.47064556,-34.69843756,Moto,Pasajeros
2016-0034,1,2016-03-12,2016,3,12,12:30:00,12,Av Amancio Alcorta Y Bonavena,Avenida,"ALCORTA, AMANCIO AV.",0,"Bonavena, Oscar Natalio","Alcorta, Amancio Av. Y Bonavena, Oscar Natalio",4,Point (105230.98315750 97613.97258373),-58.40623949,-34.65076549,Peaton,Pasajeros
2016-0035,1,2016-03-13,2016,3,13,06:00:00,6,Av Corrientes Y Av Callao,Avenida,CORRIENTES AV.,0,Callao Av.,Corrientes Av. Y Callao Av.,3,Point (106513.41423248 102752.75354401),-58.39228965,-34.60443527,Moto,Pasajeros
2016-0036,1,2016-03-14,2016,3,14,00:15:00,0,Herrera Y Aristobulo Del Valle,Calle,HERRERA,0,"Valle, Aristobulo Del","Herrera Y Valle, Aristobulo Del",4,Point (107808.84957181 99174.17105826),-58.37813396,-34.63668504,Moto,Pasajeros
2016-0037,1,2016-03-19,2016,3,19,11:00:00,11,Av. Eva Peron Y Quirno,Avenida,LAFUENTE AV.,0,Quirno,Lafuente Av. Y Quirno,7,Point (100049.60313526 98412.21255444),-58.46275892,-34.64358293,Moto,Moto
2016-0038,1,2016-03-21,2016,3,21,08:06:00,8,Av Gral Paz Colectora Y Zuviria,Avenida,"PAZ, GRAL. AV.",0,Zuviria,"Paz, Gral. Av. Y Zuviria",8,Point (96926.79887463 94490.76318635),-58.49683458,-34.67892743,Peaton,Pasajeros
2016-0039,1,2016-03-23,2016,3,23,01:50:00,1,Bartolome Mitre Y Av Pueyrredon,Avenida,"MITRE, BARTOLOME",0,Pueyrredon Av.,"Mitre, Bartolome Y Pueyrredon Av.",3,Point (105252.60308563 102264.96028996),-58.40603217,-34.60883960,Moto,Pasajeros
2016-0041,2,2016-03-29,2016,3,29,11:00:00,11,Av Directorio Y Rivera Indarte,Avenida,DIRECTORIO AV.,0,Rivera Indarte Av.,Directorio Av. Y Rivera Indarte Av.,7,Point (100232.38564985 99530.25843190),-58.46076550,-34.63350444,Moto,Cargas
2016-0043,1,2016-03-30,2016,3,30,18:15:00,18,Dellepiane Luis Tte Gral Colectora Y Murguiondo,Avenida,"DELLEPIANE, LUIS, TTE. GRAL.",0,Murguiondo,"Dellepiane, Luis, Tte. Gral. Y Murguiondo",8,Point (98623.04338909 94933.06478837),-58.47832463,-34.67494416,Peaton,Cargas
2016-0044,1,2016-03-31,2016,3,31,19:40:00,19,Av Jose Maria Moreno Y Balbastro,Avenida,"MORENO, JOSE MARIA AV.",0,Balbastro,"Moreno, Jose Maria Av. Y Balbastro",7,Point (102857.73817324 99148.76714504),-58.43213235,-34.63693953,Moto,Multiple
2016-0045,1,2016-04-11,2016,4,11,10:25:00,10,Av Gral Paz Y Av Del Libertador,Avenida,"PAZ, GRAL. AV.",0,Del Libertador Av.,"Paz, Gral. Av. Y Del Libertador Av.",13,Point (99620.34936816 110483.29286598),-58.46743471,-34.53476874,Moto,Sd
2016-0047,1,2016-04-15,2016,4,15,05:30:00,5,Lima 1483,Calle,LIMA,1483,Nan,Lima 1483,1,Point (107412.19098904 100391.02557777),-58.38247061,-34.62571878,Peaton,Pasajeros
2016-0048,1,2016-04-15,2016,4,15,17:40:00,17,Av. Corrientes Y Av. Dorrego,Avenida,CORRIENTES AV.,0,Dorrego Av.,Corrientes Av. Y Dorrego Av.,15,Point (101440.29935254 104167.40204334),-58.44759966,-34.59170240,Peaton,Pasajeros
2016-0049,1,2016-04-17,2016,4,17,00:00:00,0,"Autopista 1 Sur Presidente Arturo Frondizi Km. 0,700",Autopista,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI,0,Nan,Autopista 1 Sur Presidente Arturo Frondizi,4,"point(-34.63657525428238, -58.37714647568196)",-58.37714647568196,-34.63657525428238,Sd,Sd
2016-0050,1,2016-04-19,2016,4,19,09:50:00,9,Timoteo Gordillo Y Av Fernandez De La Cruz,Avenida,"GORDILLO, TIMOTEO",0,"Fernandez De La Cruz, F., Gral. Av.","Gordillo, Timoteo Y Fernandez De La Cruz, F., Gral. Av.",8,Point (99106.14718950 93761.32882893),-58.47305463,-34.68550712,Peaton,Pasajeros
2016-0051,1,2016-04-20,2016,4,20,04:00:00,4,Av Amancio Alcorta Y Bonavena,Avenida,"ALCORTA, AMANCIO AV.",0,"Bonavena, Oscar Natalio","Alcorta, Amancio Av. Y Bonavena, Oscar Natalio",4,Point (105230.98315750 97613.97258373),-58.40623949,-34.65076549,Moto,Cargas
2016-0052,1,2016-04-20,2016,4,20,20:00:00,20,Autopista Lugones Pk 10000,Autopista,"LUGONES, LEOPOLDO AV.",0,Nan,Nan,13,"Point(0, 0)",.,0,Moto,Sd
2016-0053,1,2016-04-22,2016,4,22,09:30:00,9,Av Triunvirato Y Av Olazabal,Avenida,TRIUNVIRATO AV.,0,Olazabal Av.,Triunvirato Av. Y Olazabal Av.,12,Point (98073.80557770 105955.73972818),-58.48429180,-34.57558053,Peaton,Pasajeros
2016-0054,1,2016-04-23,2016,4,23,21:00:00,21,Au Luis Dellepiane Y Av Gral Paz,Autopista,AUTOPISTA DELLEPIANE LUIS TTE. GRAL.,0,"Paz, Gral. Av.","Autopista Dellepiane Luis Tte. Gral. Y Paz, Gral. Av.",8,Point (97832.57143731 93489.83736533),-58.48695354,-34.68795245,Moto,Moto
2016-0055,1,2016-04-25,2016,4,25,20:30:00,20,Ramon Castilla Y Av Figueroa Alcorta,Avenida,"CASTILLA, RAMON, MARISCAL",0,"Figueroa Alcorta, Pres. Av.","Castilla, Ramon, Mariscal Y Figueroa Alcorta, Pres. Av.",14,Point (105787.74102401 105502.98340149),-58.40021959,-34.57964781,Peaton,Cargas
2016-0056,1,2016-04-26,2016,4,26,04:45:00,4,Av Luis Maria Campos 30,Avenida,"CAMPOS, LUIS M. AV.",30,Nan,"Campos, Luis M. Av. 30",14,Point (103094.06446966 105842.29634122),-58.42957885,-34.57660058,Moto,Objeto Fijo
2016-0058,1,2016-05-04,2016,5,4,14:00:00,14,Lima 1471,Calle,LIMA,1471,Nan,Lima 1471,1,Point (107411.76356149 100408.31441284),-58.38247542,-34.62556293,Peaton,Moto
2016-0059,1,2016-05-08,2016,5,8,16:30:00,16,Pasaje Ciudadela Y Lima Oeste,Calle,CIUDADELA,0,Lima,Ciudadela Y Lima,1,Point (107434.83290791 100217.70308007),-58.38222219,-34.62728101,Peaton,Pasajeros
2016-0064,1,2016-05-14,2016,5,14,18:11:00,18,Av Juan B Justo Y Av Carrasco,Avenida,"JUSTO, JUAN B. AV.",0,Carrasco Av.,"Justo, Juan B. Av. Y Carrasco Av.",10,Point (97106.70264812 99970.19547024),-58.49485242,-34.62953445,Peaton,Pasajeros
2016-0065,1,2016-05-20,2016,5,20,14:40:00,14,Av Gaona Y Espinosa,Avenida,GAONA AV.,0,Espinosa,Gaona Av. Y Espinosa,6,Point (101010.75965434 102062.18185970),-58.45227946,-34.61068024,Peaton,Auto
2016-0067,1,2016-05-21,2016,5,21,17:00:00,17,Av Lisandro De La Torre Y Saraza,Avenida,"DE LA TORRE, LISANDRO",0,Saraza,"De La Torre, Lisandro Y Saraza",8,Point (98052.13008621 94912.60873025),-58.48455411,-34.67512760,Moto,Pasajeros
2016-0068,1,2016-05-22,2016,5,22,22:00:00,22,Av Figueroa Alcorta Y Av Pueyrredon,Avenida,"FIGUEROA ALCORTA, PRES. AV.",0,Pueyrredon Av.,"Figueroa Alcorta, Pres. Av. Y Pueyrredon Av.",2,Point (106673.12856878 104998.99234220),-58.39056593,-34.58418569,Moto,Pasajeros
2016-0069,1,2016-05-23,2016,5,23,03:30:00,3,Av Entre Rios Y Pasaje Filiberto,Avenida,ENTRE RIOS AV.,0,Filiberto,Entre Rios Av. Y Filiberto,3,Point (106612.54991859 100244.75667446),-58.39118948,-34.62704273,Auto,Cargas
2016-0073,1,2016-06-11,2016,6,11,15:00:00,15,Magariños Cervantes 3900,Calle,"MAGARI?OS CERVANTES, A.",3900,Nan,"Magariã‘Os Cervantes, A. 3900",10,Point (97531.24792840 101000.15957301),-58.49021952,-34.62025108,Moto,Cargas
2016-0074,1,2016-06-12,2016,6,12,06:40:00,6,Av Gral Paz Y Rodolfo Scapino,Avenida,"PAZ, GRAL. AV.",0,"Scapino, Rodolfo","Paz, Gral. Av. Y Scapino, Rodolfo",8,Point (96731.44252651 94668.88351657),-58.49896559,-34.67732118,Auto,Auto
2016-0075,1,2016-06-12,2016,6,12,23:13:00,23,Autopista Dellepiane Luis Tte Gral Y Miralla,Autopista,AUTOPISTA DELLEPIANE LUIS TTE. GRAL.,0,Miralla,Autopista Dellepiane Luis Tte. Gral. Y Miralla,8,Point (98963.32962830 95620.61360192),-58.47461076,-34.66874679,Peaton,Auto
2016-0076,1,2016-06-13,2016,6,13,16:20:00,16,Av San Martin Y Camarones,Avenida,SAN MARTIN AV.,0,Camarones,San Martin Av. Y Camarones,15,Point (100109.22264405 102851.86942760),-58.46210891,-34.60356211,Peaton,Pasajeros
2016-0077,1,2016-06-13,2016,6,13,21:52:00,21,Tteg Juan D Peron Y Avda Leandro N Alem,Avenida,"PERON, JUAN DOMINGO, TTE. GENERAL",0,"Alem, Leandro N. Av.","Peron, Juan Domingo, Tte. General Y Alem, Leandro N. Av.",1,Point (108532.37320501 102648.40418720),-58.37027770,-34.60536123,Peaton,Pasajeros
2016-0078,1,2016-06-13,2016,6,13,23:01:00,23,Av Belgrano Y Av Jujuy,Avenida,BELGRANO AV.,0,Jujuy Av.,Belgrano Av. Y Jujuy Av.,3,Point (105354.74322032 101621.63182427),-58.40491455,-34.61463830,Moto,Moto
2016-0079,1,2016-06-16,2016,6,16,17:13:00,17,Av Del Libertador Y Av Guillermo Udaondo,Avenida,DEL LIBERTADOR AV.,0,"Udaondo, Guillermo Av.","Del Libertador Av. Y Udaondo, Guillermo Av.",13,Point (100757.94817512 108943.96108781),-58.45504154,-34.54864492,Auto,Auto
2016-0080,1,2016-06-18,2016,6,18,06:42:00,6,Av Gral Paz Y Av Rivadavia,Avenida,"PAZ, GRAL. AV.",0,Rivadavia Av.,"Paz, Gral. Av. Y Rivadavia Av.",9,Point (93950.50587297 98883.37644525),-58.52927982,-34.63931752,Auto,Sd
2016-0081,1,2016-06-22,2016,6,22,07:42:00,7,Av Crisologo Larralde Y Machain,Avenida,"LARRALDE, CRISOLOGO AV.",0,Machain,"Larralde, Crisologo Av. Y Machain",12,Point (97805.54034401 107789.89169078),-58.48721060,-34.55904606,Moto,Auto
2016-0082,1,2016-06-27,2016,6,27,18:24:00,18,Av La Plata 2384,Avenida,LA PLATA AV.,2384,Nan,La Plata Av. 2384,4,Point (103719.51591058 98555.13443768),-58.42273092,-34.64228803,Peaton,Auto
2016-0083,1,2016-06-28,2016,6,28,20:46:00,20,Av Juan B Alberdi Y Puan,Avenida,"ALBERDI, JUAN BAUTISTA AV.",0,Puan,"Alberdi, Juan Bautista Av. Y Puan",6,Point (101413.41644585 100430.31523295),-58.44788671,-34.62539009,Peaton,Moto
2016-0084,1,2016-06-29,2016,6,29,22:00:00,22,Carlos Pellegrini Y Tucuman,Calle,"PELLEGRINI, CARLOS",0,Tucuman,"Pellegrini, Carlos Y Tucuman",1,Point (107539.54864414 103093.65031518),-58.38110563,-34.60135531,Peaton,Pasajeros
2016-0085,1,2016-06-29,2016,6,29,22:00:00,22,Avda Ite Francisco Rabanal & Avda Erezcano,Avenida,"RABANAL, FRANCISCO, INTENDENTE AV.",0,Erezcano,"Rabanal, Francisco, Intendente Av. Y Erezcano",4,Point (103621.92252760 96885.28433165),-58.42378834,-34.65734100,Moto,Otro
2016-0086,1,2016-06-30,2016,6,30,16:10:00,16,Av Olivera Y Ramon Falcon,Avenida,OLIVERA AV.,0,"Falcon, Ramon L.,Cnel.","Olivera Av. Y Falcon, Ramon L.,Cnel.",10,Point (97801.31825511 99194.93911759),-58.48727942,-34.63652467,Peaton,Pasajeros
2016-0087,1,2016-07-02,2016,7,3,00:10:00,0,Autopista 1 Sur Pte Arturo Frondizi Y Av Caseros,Autopista,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI,0,Nan,Autopista 1 Sur Presidente Arturo Frondizi Y Caseros Av.,1,Point (107762.62066736 100018.90176187),-58.37864583,-34.62907067,Moto,Objeto Fijo
2016-0088,1,2016-07-11,2016,7,11,15:30:00,15,Ceretti Y Nuñez,Calle,CERETTI,0,Nu?Ez,Ceretti Y Nuã‘Ez,12,Point (96492.89040317 106832.19475660),-58.50151750,-34.56767549,Peaton,Auto
2016-0089,1,2016-07-14,2016,7,14,06:40:00,6,Av Lugones Y La Pampa,Autopista,"LUGONES, LEOPOLDO AV.",0,La Pampa,"Lugones, Leopoldo Av. Y La Pampa",13,Point (102842.06561704 108587.10659007),-58.43233425,-34.55185825,Peaton,Auto
2016-0090,1,2016-07-14,2016,7,14,22:00:00,22,Jeronimo Salguero Y Av Rivadavia,Avenida,"SALGUERO, JERONIMO",0,Rivadavia Av.,"Salguero, Jeronimo Y Rivadavia Av.",5,Point (103997.04813615 102012.34139150),-58.41971993,-34.61112240,Peaton,Pasajeros
2016-0092,1,2016-07-15,2016,7,15,11:00:00,11,Av Gral Paz Y Av Libertador ,Avenida,"PAZ, GRAL. AV.",0,Del Libertador Av.,"Paz, Gral. Av. Y Del Libertador Av.",13,Point (99620.34936816 110483.29286598),-58.46743471,-34.53476874,Moto,Cargas
2016-0093,1,2016-07-17,2016,7,17,03:30:00,3,Av Juan B Alberdi Y Emilio Mitre,Avenida,"ALBERDI, JUAN BAUTISTA AV.",0,"Mitre, Emilio","Alberdi, Juan Bautista Av. Y Mitre, Emilio",6,Point (101804.61714036 100693.45218194),-58.44362126,-34.62301748,Auto,Auto
2016-0095,1,2016-07-23,2016,7,23,06:12:00,6,Mercedes Y Av Gral Mosconi,Avenida,MERCEDES,0,Mosconi General Av.,Mercedes Y Mosconi General Av.,11,Point (95061.77375682 103748.74085597),-58.51713095,-34.59546519,Moto,Auto
2016-0096,1,2016-07-25,2016,7,25,07:00:00,7,"Autopista Dellepiane Luis Tte. Gral. Km. 2,3",Autopista,AUTOPISTA DELLEPIANE LUIS TTE. GRAL.,0,Nan,Autopista Dellepiane Luis Tte. Gral.,8,"point(-34.66684950051973, -58.47433193007387)",-58.47433193007387,-34.66684950051973,Moto,Cargas
2016-0097,1,2016-07-26,2016,7,26,18:45:00,18,Solis Y Mexico,Calle,SOLIS,0,Mexico,Solis Y Mexico,1,Point (106687.13301820 101510.97040757),-58.39038605,-34.61562810,Peaton,Auto
2016-0098,1,2016-07-27,2016,7,27,16:08:00,16,Av San Juan Y Alberti,Avenida,SAN JUAN AV.,0,Alberti,San Juan Av. Y Alberti,3,Point (105765.97394356 100631.47718024),-58.40042405,-34.62356174,Moto,Cargas
2016-0099,1,2016-07-29,2016,7,29,16:00:00,16,Av Gral Mosconi Y Av Gral Paz,Avenida,MOSCONI GENERAL AV.,0,"Paz, Gral. Av.","Mosconi General Av. Y Paz, Gral. Av.",11,Point (94486.28631712 103468.59928582),-58.52340614,-34.59798754,Cargas,Cargas
2016-0100,1,2016-08-03,2016,8,3,23:27:00,23,Av Gral Paz  Y Donado,Avenida,"PAZ, GRAL. AV.",0,Donado,"Paz, Gral. Av. Y Donado",12,Point (97098.48468623 109019.96106626),-58.49491054,-34.54795581,Moto,Objeto Fijo
2016-0101,1,2016-08-07,2016,8,7,19:42:00,19,Av Gral Paz Y Jorge Chavez,Avenida,"PAZ, GRAL. AV.",0,"Chavez, Jorge","Paz, Gral. Av. Y Chavez, Jorge",9,Point (93946.81673714 97681.68907836),-58.52932872,-34.65014993,Sd,Sd
2016-0102,1,2016-08-10,2016,8,10,23:37:00,23,Av Eva Peron Y Jose Leon Suarez,Avenida,"PERON, EVA AV.",0,"Suarez, Jose Leon","Peron, Eva Av. Y Suarez, Jose Leon",9,Point (96625.80612216 95129.90776954),-58.50011639,-34.67316502,Moto,Cargas
2016-0104,1,2016-08-14,2016,8,14,21:15:00,21,Zinny Y Av Santiago De Compostela,Avenida,ZINNY,0,Santiago De Compostela Av.,Zinny Y Santiago De Compostela Av.,9,Point (99720.41444035 97007.69579491),-58.46635001,-34.65624369,Moto,Pasajeros
2016-0105,1,2016-08-17,2016,8,17,00:05:00,0,Av Federico Lacroze Y Fraga,Avenida,"LACROZE, FEDERICO AV.",0,Fraga,"Lacroze, Federico Av. Y Fraga",15,Point (100905.28580812 104982.19279501),-58.45343236,-34.58435809,Peaton,Pasajeros
2016-0106,1,2016-08-19,2016,8,19,21:02:00,21,Carlos Pellegrini Y Av Del Libertador,Avenida,"PELLEGRINI, CARLOS",0,Del Libertador Av.,"Pellegrini, Carlos Y Del Libertador Av.",1,Point (107558.64146875 104433.48706482),-58.38090932,-34.58927731,Peaton,Pasajeros
2016-0107,1,2016-08-20,2016,8,20,08:22:00,8,Autopista 9 De Julio Sur Alt Av Mendoza,Autopista,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI,0,Nan,Autopista 1 Sur Presidente Arturo Frondizi Y Don Pedro De Mendoza Av.,4,Point (108408.31858686 97219.56218484),-58.37157668,-34.65429986,Moto,Auto
2016-0109,1,2016-08-24,2016,8,24,05:45:00,5,Autopista Perito Moreno Y Barragan,Autopista,AUTOPISTA PERITO MORENO,0,Barragan,Autopista Perito Moreno Y Barragan,9,Point (94544.31344300 99185.28796442),-58.52280139,-34.63659934,Auto,Objeto Fijo
2016-0110,1,2016-08-24,2016,8,24,20:21:00,20,Av Alberdi Y Carhue,Avenida,"ALBERDI, JUAN BAUTISTA AV.",0,Carhue,"Alberdi, Juan Bautista Av. Y Carhue",9,Point (95506.35959227 96696.89655626),-58.51232237,-34.65903530,Peaton,Sd
2016-0111,1,2016-08-25,2016,8,25,09:30:00,9,Autopista Leopoldo Lugones Y La Pampa,Autopista,LUGONES,0,La Pampa,Lugones Y La Pampa,15,Point (98961.36262767 105838.76329094),-58.47461905,-34.57663634,Moto,Cargas
2016-0112,1,2016-08-27,2016,8,27,04:40:00,4,Autopista 25 De Mayo Autopista 1 Sur Arturo Frondizi,Autopista,AUTOPISTA 25 DE MAYO,0,Autopista 1 Sur Presidente Arturo Frondizi,Autopista 25 De Mayo Y Autopista 1 Sur Presidente Arturo Frondizi,1,Point (107392.50226602 100712.59265582),-58.38268809,-34.62282019,Moto,Objeto Fijo
2016-0113,1,2016-08-27,2016,8,27,16:45:00,16,Av Juan Bautista Alberdi Y Guardia Nacional,Avenida,"ALBERDI, JUAN BAUTISTA AV.",0,Guardia Nacional,"Alberdi, Juan Bautista Av. Y Guardia Nacional",9,Point (96998.81124177 98183.20743664),-58.49603546,-34.64564271,Peaton,Pasajeros
2016-0114,1,2016-08-31,2016,8,31,11:20:00,11,Salguero 1410,Calle,"SALGUERO, JERONIMO",1410,Nan,"Salguero, Jeronimo 1410",14,Point (104111.05146856 103917.57944765),-58.41848605,-34.59394733,Bicicleta,Cargas
2016-0115,1,2016-09-02,2016,9,2,11:50:00,11,Arias Y Tronador,Calle,ARIAS,0,Tronador,Arias Y Tronador,12,Point (97608.87024259 108884.67029908),-58.48935041,-34.54917673,Sd,Cargas
2016-0116,1,2016-09-02,2016,9,2,20:20:00,20,Av 27 De Febrero Y Av Escalada,Avenida,27 DE FEBRERO AV.,0,Escalada Av.,27 De Febrero Av. Y Escalada Av.,8,Point (101721.59002217 93844.25656649),-58.44451316,-34.68475866,Moto,Auto
2016-0117,1,2016-09-03,2016,9,3,15:30:00,15,Av Del Libertador Y Tagle,Avenida,DEL LIBERTADOR AV.,0,Tagle,Del Libertador Av. Y Tagle,14,Point (105865.95849347 105162.71037105),-58.39936478,-34.58271474,Auto,Auto
2016-0118,1,2016-09-04,2016,9,4,03:30:00,3,Autopista 1 Sur Pte Arturo Frondizi Km 2.9,Autopista,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI,0,Nan,Autopista 1 Sur Presidente Arturo Frondizi Km. 2.9,1,Point (107696.68171812 100254.76268710),-58.37936704,-34.62694503,Auto,Auto
2016-0119,1,2016-09-04,2016,9,4,06:40:00,6,Crisologo Larralde Y Avda Triunvirato,Avenida,"LARRALDE, CRISOLOGO AV.",0,Triunvirato Av.,"Larralde, Crisologo Av. Y Triunvirato Av.",12,Point (96944.69676081 107291.52292157),-58.49659234,-34.56353635,Sd,Sd
2016-0122,1,2016-09-13,2016,9,13,07:10:00,7,Av Eva Peron 4233,Avenida,"PERON, EVA AV.",4233,Nan,"Peron, Eva Av. 4233",9,Point (99150.75069529 97484.46650280),-58.47256391,-34.65194557,Bicicleta,Pasajeros
2016-0123,1,2016-09-14,2016,9,14,09:00:00,9,Av Asamblea Y Av Cnel Esteban Bonorino,Avenida,ASAMBLEA AV.,0,"Bonorino, Esteban, Cnel. Av.","Asamblea Av. Y Bonorino, Esteban, Cnel. Av.",7,Point (101099.34592952 98750.07827754),-58.45130953,-34.64053676,Moto,Auto
