id,cant_victimas,fecha,anio,mes,dia,hora,hora_int,dir,tipo_calle,calle,alt,cruce,dir_normalizada,comuna,point,longitud,latitude,victima,acusado
2018-0079,1,2018-07-23,2018,7,23,07:15:00,7,"De Los Corrales Av. Y Paz, Gral. Av.",Avenida,DE LOS CORRALES AV.,0,"Paz, Gral. Av.","De Los Corrales Av. Y Paz, Gral. Av.",9,Point (95832.05571093 95505.41641999),-58.50877521,-34.66977709,Peaton,Cargas
2018-0080,1,2018-07-25,2018,7,25,22:22:00,22,"Alberdi, Juan Bautista Av. Y Carhue",Avenida,"ALBERDI, JUAN BAUTISTA AV.",0,Carhue,"Alberdi, Juan Bautista Av. Y Carhue",9,Point (95506.35959227 96696.89655626),-58.51232237,-34.65903530,Peaton,Auto
2018-0081,1,2018-07-29,2018,7,29,06:30:00,6,Castañares Av. Y Rivera Indarte Av.,Avenida,CASTANARES AV.,0,Rivera Indarte Av.,Castaã‘Ares Av. Y Rivera Indarte Av.,7,Point (101453.89687005 98180.39027169),-58.44744156,-34.64567171,Peaton,Multiple
2018-0082,1,2018-08-01,2018,8,1,15:53:00,15,"Larrazabal Y Garzon, Eugenio, Gral. Av.",Avenida,LARRAZABAL,0,"Garzon, Eugenio, Gral. Av.","Larrazabal Y Garzon, Eugenio, Gral. Av.",9,Point (97148.03881747 96734.79106149),-58.49441273,-34.65869968,Moto,Cargas
2018-0083,1,2018-08-02,2018,8,2,05:20:00,5,"Paz, Gral. Av. Y Fernandez De La Cruz, F., Gral. Av.",Avenida,"PAZ, GRAL. AV.",0,"Fernandez De La Cruz, F., Gral. Av.","Paz, Gral. Av. Y Fernandez De La Cruz, F., Gral. Av.",8,Point (98491.08733048 93092.87943671),-58.47976785,-34.69153196,Moto,Cargas
2018-0084,1,2018-08-03,2018,8,3,07:25:00,7,Av. Alicia Moreau De Justo Y Cochabamba,Avenida,"MOREAU DE JUSTO, ALICIA AV.",0,Cochabamba,"Moreau De Justo, Alicia Av. Y Cochabamba",1,Point (108993.20201253 100735.24332429),-58.36523349,-34.62260331,Peaton,Cargas
2018-0085,2,2018-08-03,2018,8,3,18:16:00,18,"Entre Rios Av. Y Garay, Juan De Av.",Avenida,ENTRE RIOS AV.,0,"Garay, Juan De Av.","Entre Rios Av. Y Garay, Juan De Av.",3,Point (106612.54991859 100244.75667446),-58.39118948,-34.62704273,Moto,Pasajeros
2018-0086,1,2018-08-10,2018,8,10,21:44:00,21,Directorio Av. Y Guardia Nacional,Avenida,DIRECTORIO AV.,0,Guardia Nacional,Directorio Av. Y Guardia Nacional,9,Point (97534.35415051 97682.40955825),-58.49019551,-34.65015854,Peaton,Pasajeros
2018-0087,1,2018-08-15,2018,8,15,19:20:00,19,Pavon Av. Y Colombres,Avenida,PAVON AV.,0,Colombres,Pavon Av. Y Colombres,5,Point (104296.57153484 99891.67281595),-58.41644362,-34.63023775,Peaton,Pasajeros
2018-0088,1,2018-08-17,2018,8,17,16:36:00,16,Av. Gral. Paz Y Av. Dr. Ricardo Balbín,Avenida,"PAZ, GRAL. AV.",0,"Balbin, Ricardo, Dr. Av.","Paz, Gral. Av. Y Balbin, Ricardo, Dr. Av.",12,Point (96563.66494817 108815.73881056),-58.50073810,-34.54979510,Moto,Cargas
2018-0089,1,2018-08-17,2018,8,17,17:56:00,17,Pichincha Av. Y Brasil,Avenida,PICHINCHA AV.,0,Brasil,Pichincha Av. Y Brasil,4,Point (106147.25140863 99876.44981079),-58.39626094,-34.63036565,Peaton,Pasajeros
2018-0090,1,2018-08-18,2018,8,18,10:34:00,10,27 De Febrero Av. Y Pergamino,Avenida,27 DE FEBRERO AV.,0,Pergamino,27 De Febrero Av. Y Pergamino,8,Point (102791.00899168 95424.06973029),-58.43284809,-34.67051543,Moto,Auto
2018-0091,1,2018-08-19,2018,8,19,18:47:00,18,Au Perito Moreno Km 1.8 Altura Barragan Sentido Pba,Autopista,AUTOPISTA PERITO MORENO,0,Barragan,Autopista Perito Moreno Y Barragan,9,Point (94544.31344300 99185.28796442),-58.52280139,-34.63659934,Auto,Auto
2018-0092,1,2018-08-20,2018,8,20,08:20:00,8,Cordoba Av. Y Gascon,Avenida,CORDOBA AV.,0,Gascon,Cordoba Av. Y Gascon,14,Point (103662.91363929 103496.49206019),-58.42336930,-34.59774487,Moto,Auto
2018-0093,1,2018-08-20,2018,8,20,08:41:00,8,15 De Noviembre De 1889 1513,Calle,15 DE NOVIEMBRE DE 1889,1513,Nan,15 De Noviembre De 1889 1513,1,Point (107004.02001368 99798.84856249),-58.38691681,-34.63105973,Peaton,Pasajeros
2018-0094,1,2018-08-23,2018,8,23,05:35:00,5,"Salguero, Jeronimo Y Beruti",Calle,"SALGUERO, JERONIMO",0,Beruti,"Salguero, Jeronimo Y Beruti",14,Point (104734.93787233 104821.22705013),-58.41169020,-34.58579880,Moto,Pasajeros
2018-0095,1,2018-08-26,2018,8,26,00:59:00,0,"Lacarra Av. Y Dellepiane, Luis, Tte. Gral.",Avenida,LACARRA AV.,0,"Dellepiane, Luis, Tte. Gral.","Lacarra Av. Y Dellepiane, Luis, Tte. Gral.",9,Point (99624.29795829 97569.69801131),-58.46739825,-34.65117757,Auto,Auto
2018-0096,1,2018-08-31,2018,8,31,22:20:00,22,"Au Héctor J. Cámpora Y Roca, Cnel. Av.",Autopista,AUTOPISTA PRESIDENTE H?CTOR J. C?MPORA,0,"Roca, Cnel. Av.","Autopista Presidente Hã‰Ctor J. CãMpora Y Roca, Cnel. Av.",8,Point (101692.57924565 95312.63822646),-58.44483258,-34.67152226,Peaton,Auto
2018-0097,1,2018-09-02,2018,9,2,10:50:00,10,Av. Varela Y Av. Int. Francisco Rabanal,Avenida,VARELA AV.,0,"Rabanal, Francisco, Intendente Av.","Varela Av. Y Rabanal, Francisco, Intendente Av.",8,Point (102819.52927414 96448.46140692),-58.43254025,-34.66128115,Auto,Otro
2018-0098,2,2018-09-09,2018,9,9,05:00:00,5,Av. Gral. Paz E/ Ferre Y Beron De Astrada,Avenida,"PAZ, GRAL. AV.",0,Beron De Astrada,"Paz, Gral. Av. Y Beron De Astrada",8,Point (99203.46279192 92552.75548716),-58.47199387,-34.69640164,Auto,Auto
2018-0099,1,2018-09-12,2018,9,12,14:25:00,14,Rivadavia Av. Y Pedernera,Avenida,RIVADAVIA AV.,0,Pedernera,Rivadavia Av. Y Pedernera,7,Point (99925.51296558 100002.14427355),-58.46411215,-34.62925068,Peaton,Pasajeros
2018-0100,1,2018-09-20,2018,9,20,10:30:00,10,Elvira Rawson De Dellepiane 150,Avenida,"RAWSON DE DELLEPIANE, ELVIRA AV.",150,Nan,"Rawson De Dellepiane, Elvira Av. 150",1,Point (109273.33013929 100616.46322293),-58.36217754,-34.62367156,Moto,Auto
2018-0101,1,2018-09-21,2018,9,21,00:15:00,0,"Paz, Gral. Av. Y Zapiola",Avenida,"PAZ, GRAL. AV.",0,Zapiola,"Paz, Gral. Av. Y Zapiola",12,Point (98376.44189669 109821.71138325),-58.48098594,-34.54073130,Auto,Multiple
2018-0102,1,2018-09-21,2018,9,21,00:30:00,0,Famatina Y Diogenes Taborda,Calle,FAMATINA,0,"Taborda, Diogenes","Famatina Y Taborda, Diogenes",4,Point (104810.02928662 98097.69340075),-58.41083404,-34.64640709,Moto,Auto
2018-0103,1,2018-09-27,2018,9,27,17:51:00,17,Av. Castañares Y Bonorino,Avenida,CASTA?ARES AV.,0,"Bonorino, Esteban, Cnel. Av.","Castaã‘Ares Av. Y Bonorino, Esteban, Cnel. Av.",7,Point (101577.07056955 98313.98170453),-58.44609828,-34.64446729,Peaton,Moto
2018-0104,1,2018-10-01,2018,10,1,08:58:00,8,Au Frondizi 9 De Julio Sur Y Av. Suarez,Autopista,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI,0,Suarez Av.,Autopista 1 Sur Presidente Arturo Frondizi Y Suarez Av.,4,Point (107903.91828587 98767.43091425),-58.37709334,-34.64035082,Moto,Moto
2018-0105,1,2018-10-03,2018,10,3,18:12:00,18,Nazca Av. Y Rivadavia Av.,Avenida,NAZCA AV.,0,Rivadavia Av.,Nazca Av. Y Rivadavia Av.,7,Point (99418.67591727 99840.67619219),-58.46963952,-34.63070603,Peaton,Pasajeros
2018-0106,1,2018-10-04,2018,10,4,22:02:00,22,"Figueroa Alcorta, Pres. Av. Y Echeverria",Avenida,"FIGUEROA ALCORTA, PRES. AV.",0,Echeverria,"Figueroa Alcorta, Pres. Av. Y Echeverria",13,Point (102437.44187502 108614.72855724),-58.43674281,-34.55161027,Moto,Moto
2018-0107,1,2018-10-06,2018,10,6,14:20:00,14,Rivadavia Av. Y Jujuy Av.,Avenida,RIVADAVIA AV.,0,Jujuy Av.,Rivadavia Av. Y Jujuy Av.,3,Point (105258.35368554 102122.93231400),-58.40596860,-34.61011987,Peaton,Pasajeros
2018-0108,1,2018-10-09,2018,10,9,14:00:00,14,"De Los Italianos Av. Y Guemes, Macacha",Avenida,DE LOS ITALIANOS AV.,0,"Guemes, Macacha","De Los Italianos Av. Y Guemes, Macacha",1,Point (109333.85016626 102728.06777580),-58.36154069,-34.60463618,Moto,Auto
2018-0109,1,2018-10-10,2018,10,10,22:12:00,22,"Tucuman Y Alem, Leandro N. Av.",Avenida,TUCUMAN,0,"Alem, Leandro N. Av.","Tucuman Y Alem, Leandro N. Av.",1,Point (108501.28725227 103169.39367565),-58.37062179,-34.60066507,Peaton,Pasajeros
2018-0110,1,2018-10-13,2018,10,13,03:05:00,3,"Corrientes Av. Y Gallardo, Angel Av.",Avenida,CORRIENTES AV.,0,"Gallardo, Angel Av.","Corrientes Av. Y Gallardo, Angel Av.",15,Point (102852.69197214 103016.76479974),-58.43220014,-34.60207186,Peaton,Moto
2018-0111,1,2018-10-19,2018,10,19,12:13:00,12,Au Perito Moreno Y Av. Eva Perón Sentido Centro,Autopista,AUTOPISTA PERITO MORENO,0,Nan,"Autopista Perito Moreno & Peron, Eva  Av.",9,Point (99423.87045126 97756.09331484),-58.46958442,-34.64949724,Moto,Cargas
2018-0112,1,2018-10-24,2018,10,24,09:18:00,9,Muñecas Y Serrano,Calle,MU?ECAS,0,Serrano,Muã‘Ecas Y Serrano,15,Point (101521.41058610 103279.18839709),-58.44671397,-34.59970903,Moto,Cargas
2018-0113,1,2018-10-25,2018,10,25,11:00:00,11,"Artigas, Jose Gervasio, Gral. Y Tres Arroyos",Calle,"ARTIGAS, JOSE GERVASIO, GRAL.",0,Tres Arroyos,"Artigas, Jose Gervasio, Gral. Y Tres Arroyos",11,Point (99245.93828707 101610.8222803),-58.47152163,-34.61474911,Moto,Cargas
2018-0114,1,2018-10-30,2018,10,30,02:15:00,2,Solis E Independencia Av.,Avenida,SOLIS,0,Independencia Av.,Solis E Independencia Av.,1,Point (106692.15004353 101239.02351805),-58.39032921,-34.61807951,Moto,Auto
2018-0115,1,2018-10-31,2018,10,31,12:30:00,12,"Bosch, Ventura Y Paz, Gral. Av.",Calle,"BOSCH, VENTURA",0,"Paz, Gral. Av.","Bosch, Ventura Y Paz, Gral. Av.",9,Point (93987.63954589 98477.26093452),-58.52887773,-34.64297861,Peaton,Pasajeros
2018-0116,1,2018-11-01,2018,11,1,10:50:00,10,"Paz, Gral. Av. 14800",Avenida,"PAZ, GRAL. AV.",14800,Nan,"Paz, Gral. Av. 14800",8,Point (97213.03214767 94392.58930391),-58.49371157,-34.67981324,Peaton,Cargas
2018-0117,1,2018-11-04,2018,11,4,08:15:00,8,Av. Eva Perón 5321,Avenida,"PERON, EVA AV.",5321,Nan,"Peron, Eva Av. 5321",9,Point (98224.84159668 96577.14272605),-58.48266599,-34.66012327,Moto,Moto
2018-0118,1,2018-11-05,2018,11,5,14:49:00,14,"Peron, Juan Domingo, Tte. General Y Pueyrredon Av.",Avenida,"PERON, JUAN DOMINGO, TTE. GENERAL",0,Pueyrredon Av.,"Peron, Juan Domingo, Tte. General Y Pueyrredon Av.",3,Point (105244.38396064 102386.61371612),-58.40612253,-34.60774301,Peaton,Moto
2018-0119,1,2018-11-05,2018,11,5,22:35:00,22,Rabanal Y San Pedrito,Avenida,"RABANAL, FRANCISCO, INTENDENTE AV.",0,San Pedrito,"Rabanal, Francisco, Intendente Av. Y San Pedrito",8,Point (102489.86457298 96266.15892101),-58.43613623,-34.66292532,Peaton,Sd
2018-0120,1,2018-11-09,2018,11,9,13:34:00,13,Monroe Y Alvarez Thomas Av.,Avenida,MONROE,0,Alvarez Thomas Av.,Monroe Y Alvarez Thomas Av.,12,Point (98237.46824855 106343.83342545),-58.48250732,-34.57208238,Peaton,Auto
2018-0121,1,2018-11-09,2018,11,9,16:32:00,16,Rivadavia Av. Y Manzoni,Avenida,RIVADAVIA AV.,0,Manzoni,Rivadavia Av. Y Manzoni,10,Point (96684.78779898 99093.85665638),-58.49945705,-34.63743280,Peaton,Pasajeros
2018-0122,1,2018-11-12,2018,11,12,01:00:00,1,Au Dellepiane Luis Tte. Gral. Y Larrazabal,Autopista,AUTOPISTA DELLEPIANE LUIS TTE. GRAL.,0,Larrazabal,Autopista Dellepiane Luis Tte. Gral. Y Larrazabal,8,Point (98704.10681045 95222.62689520),-58.47743966,-34.67233407,Auto,Auto
2018-0123,1,2018-11-12,2018,11,12,03:32:00,3,"Paz, Gral. Av. Y Peron, Eva Av.",Avenida,"PAZ, GRAL. AV.",0,"Peron, Eva Av.","Paz, Gral. Av. Y Peron, Eva Av.",9,Point (96405.76679348 94981.38013791),-58.50251790,-34.67450313,Auto,Sd
2018-0124,1,2018-11-15,2018,11,15,19:40:00,19,Au Perito Moreno Y Reservistas Argentinos,Autopista,AUTOPISTA PERITO MORENO,0,Nan,Autopista Perito Moreno Y Reservistas Argentinos,9,Point (94668.77734942 99160.32825286),-58.52144411,-34.63682499,Cargas,Cargas
2018-0125,1,2018-11-16,2018,11,16,21:12:00,21,Saenz Av. Y Ventana,Avenida,SAENZ AV.,0,Ventana,Saenz Av. Y Ventana,4,Point (104289.92773867 97606.13539657),-58.41650465,-34.65084045,Peaton,Pasajeros
2018-0126,1,2018-11-18,2018,11,18,12:11:00,12,Avda. General Paz Y Cnel. Ramón Falcón,Avenida,"PAZ, GRAL. AV.",0,"Falcon, Ramon L.,Cnel.","Paz, Gral. Av. Y Falcon, Ramon L.,Cnel.",9,Point (93889.86789861 98745.59348173),-58.52994219,-34.64055918,Moto,Auto
2018-0127,1,2018-11-19,2018,11,19,09:14:00,9,Av. Gral. Paz Y Av. De Los Constituyentes,Avenida,"PAZ, GRAL. AV.",0,De Los Constituyentes Av.,"Paz, Gral. Av. Y De Los Constituyentes Av.",12,Point (95720.94836751 106663.03756022),-58.50993046,-34.56919739,Moto,Moto
2018-0128,2,2018-11-25,2018,11,25,04:30:00,4,"Paz, Gral. Av. 11200",Avenida,"PAZ, GRAL. AV.",11200,Nan,"Paz, Gral. Av. 11200",9,Point (94027.41355272 98150.01779732),-58.52844623,-34.64592873,Auto,Pasajeros
2018-0129,1,2018-11-28,2018,11,28,04:01:00,4,"Newbery, Jorge Av. Y Guevara",Avenida,"NEWBERY, JORGE AV.",0,Guevara,"Newbery, Jorge Av. Y Guevara",15,Point (101200.55632600 104694.24798650),-58.45021367,-34.58695347,Moto,Pasajeros
2018-0130,1,2018-12-03,2018,12,3,03:00:00,3,Gaona Av. Y Segurola Av.,Avenida,GAONA AV.,0,Segurola Av.,Gaona Av. Y Segurola Av.,10,Point (97531.36286491 100173.61049110),-58.49022072,-34.62770192,Moto,Pasajeros
2018-0131,1,2018-12-07,2018,12,7,19:10:00,19,"Madero, Eduardo Av. 550",Avenida,"MADERO, EDUARDO AV.",550,Nan,"Madero, Eduardo Av. 550",1,Point (108685.90894590 103124.78289557),-58.36860866,-34.60106568,Moto,Cargas
2018-0132,1,2018-12-12,2018,12,12,08:26:00,8,"Au Arturo Illia Y Castillo, Ramon S.",Autopista,AUTOPISTA ARTURO ILLIA,0,"Castillo, Ramon S., Pres. Av.","Autopista Arturo Illia Y Castillo, Ramon S., Pres. Av.",2,Point (106275.90279188 106304.98623165),-58.39490504,-34.57241534,Peaton,Cargas
2018-0133,1,2018-12-12,2018,12,12,14:07:00,14,Nazca Av. Y Rivadavia Av.,Avenida,NAZCA AV.,0,Rivadavia Av.,Nazca Av. Y Rivadavia Av.,7,Point (99418.67591727 99840.67619219),-58.46963952,-34.63070603,Peaton,Cargas
2018-0134,1,2018-12-12,2018,12,12,21:00:00,21,La Plata Av. Y Caseros Av.,Avenida,LA PLATA AV.,0,Caseros Av.,La Plata Av. Y Caseros Av.,7,Point (103649.67568294 98786.92074818),-58.42349365,-34.64019887,Peaton,Moto
2018-0135,1,2018-12-18,2018,12,18,14:40:00,14,Belgrano Av. Y Peru,Avenida,BELGRANO AV.,0,Peru,Belgrano Av. Y Peru,1,Point (108124.38297421 101840.19801704),-58.37471802,-34.61265002,Peaton,Pasajeros
2018-0136,1,2018-12-18,2018,12,18,15:42:00,15,Rivadavia Av. 7013,Avenida,RIVADAVIA AV.,7013,Nan,Rivadavia Av. 7013,7,Point (99900.22869225 100014.51595495),-58.46438789,-34.62913916,Peaton,Pasajeros
2018-0137,1,2018-12-18,2018,12,18,20:15:00,20,Adolfo Alsina Y Santiago Del Estero,Calle,"ALSINA, ADOLFO",0,Santiago Del Estero,"Alsina, Adolfo Y Santiago Del Estero",1,Point (107198.03031731 102023.53206745),-58.38481975,-34.61100424,Moto,Pasajeros
2018-0138,1,2018-12-21,2018,12,21,09:30:00,9,Bermudez 1893,Calle,BERMUDEZ,1893,Nan,Bermudez 1893,10,Point (95944.83421152 100945.68379559),-58.50751833,-34.62073702,Pasajeros,Pasajeros
2018-0139,1,2018-12-22,2018,12,22,06:30:00,6,Santander 1974,Calle,SANTANDER,1974,Nan,Santander 1974,7,Point (101510.09611838 98933.71958961),-58.44682986,-34.63888084,Moto,Moto
2018-0140,1,2018-12-22,2018,12,22,08:05:00,8,Julieta Lanteri 1400,Calle,LANTERI JULIETA,1400,Nan,Lanteri Julieta 1400,1,Point (109469.86887005 101709.86665960),-58.36004650,-34.61381341,Auto,Auto
2018-0141,1,2018-12-22,2018,12,22,17:40:00,17,Maza Y Av. Independencia,Avenida,MAZA,0,Independencia Av.,Maza E Independencia Av.,5,Point (104420.68512694 100931.98574919),-58.41509546,-34.62085945,Peaton,Moto
2018-0142,1,2018-12-25,2018,12,25,13:30:00,13,"Paz, Gral. Av. 5172",Avenida,"PAZ, GRAL. AV.",5172,Nan,"Paz, Gral. Av. 5172",12,Point (95716.93710226 106295.47905158),-58.50997604,-34.57251072,Cargas,Pasajeros
2018-0143,1,2018-12-29,2018,12,29,05:25:00,5,"Olivera Av. Y Alberdi, Juan Bautista Av.",Avenida,OLIVERA AV.,0,"Alberdi, Juan Bautista Av.","Olivera Av. Y Alberdi, Juan Bautista Av.",10,Point (97912.79273192 98756.38729095),-58.48606475,-34.64047818,Moto,Auto
2019-0001,1,2019-01-08,2019,1,8,08:30:00,8,"Castillo, Ramon S., Pres. Av. Y Calle 12",Avenida,"CASTILLO, RAMON S., PRES. AV.",0,Calle 12 (No Oficial),"Castillo, Ramon S., Pres. Av. Y Calle 12 (No Oficial)",2,Point (107160.34141948 105678.38284277),-58.38526125,-34.57805810,Moto,Cargas
2019-0002,1,2019-01-09,2019,1,9,04:00:00,4,"Castañares Av. Y Moreno, Perito Av.",Avenida,CASTA?ARES AV.,0,"Moreno, Perito Av.","Castaã‘Ares Av. Y Moreno, Perito Av.",7,Point (100794.20933352 97609.18063839),-58.45463662,-34.65082149,Auto,Cargas
2019-0003,1,2019-01-12,2019,1,12,08:00:00,8,San Martin Av. Y Terrada,Avenida,SAN MARTIN AV.,0,Terrada,San Martin Av. Y Terrada,15,Point (97439.07314838 103559.40773606),-58.49121672,-34.59718073,Moto,Auto
2019-0004,1,2019-01-14,2019,1,14,19:58:00,19,"Peron, Eva Av. Y Medina",Avenida,"PERON, EVA AV.",0,Medina,"Peron, Eva Av. Y Medina",9,Point (99087.21233087 97384.56622913),-58.47325712,-34.65284605,Auto,Pasajeros
2019-0005,1,2019-01-19,2019,1,19,12:00:00,12,"Justo, Juan B. Av. Y Alvarez Jonte Av.",Avenida,"JUSTO, JUAN B. AV.",0,Alvarez Jonte Av.,"Justo, Juan B. Av. Y Alvarez Jonte Av.",10,Point (94701.87719386 99493.36109269),-58.52108101,-34.63382309,Moto,Cargas
2019-0006,1,2019-01-23,2019,1,23,05:45:00,5,"Obligado Rafael, Av. Costanera 4650",Avenida,"OBLIGADO RAFAEL, AV.COSTANERA",4650,Nan,"Obligado Rafael, Av.Costanera 4650",14,Point (104292.73762877 108227.37900690),-58.41652702,-34.55509606,Peaton,Auto
2019-0007,1,2019-01-26,2019,1,26,19:34:00,19,"Mitre, Bartolome Y Yatay",Calle,"MITRE, BARTOLOME",0,Yatay,"Mitre, Bartolome Y Yatay",5,Point (103153.61467028 102057.67908768),-58.42891604,-34.61071660,Moto,Auto
2019-0008,1,2019-01-30,2019,1,30,22:45:00,22,"Paz, Gral. Av. 16080",Avenida,"PAZ, GRAL. AV.",16080,Nan,"Paz, Gral. Av. 16080",8,Point (98650.97430792 93088.91481914),-58.47802293,-34.69156793,Moto,Multiple
2019-0009,1,2019-01-31,2019,1,31,14:55:00,14,Chacabuco Y San Juan Av.,Avenida,CHACABUCO,0,San Juan Av.,Chacabuco Y San Juan Av.,1,Point (108038.17400278 100802.81492813),-58.37564821,-34.62200207,Moto,Auto
2019-0010,2,2019-02-02,2019,2,2,07:50:00,7,Del Libertador Av. 4100,Avenida,DEL LIBERTADOR AV.,4100,Nan,Del Libertador Av. 4100,14,Point (103359.87920798 106617.17056502),-58.42668489,-34.56961468,Peaton,Auto
2019-0011,1,2019-02-10,2019,2,10,01:00:00,1,"Paz, Gral. Av. Y Alberdi, Juan Bautista Av.",Avenida,"PAZ, GRAL. AV.",0,"Alberdi, Juan Bautista Av.","Paz, Gral. Av. Y Alberdi, Juan Bautista Av.",9,Point (94949.53051500 96309.49139706),-58.51839930,-34.66252488,Peaton,Auto
2019-0012,1,2019-02-17,2019,2,17,03:16:00,3,"Castañares Av. Y Gordillo, Timoteo",Avenida,CASTA?ARES AV.,0,"Gordillo, Timoteo","Castaã‘Ares Av. Y Gordillo, Timoteo",8,Point (98072.98959434 94742.80804806),-58.48432691,-34.67665828,Moto,Auto
2019-0013,1,2019-02-20,2019,2,20,07:30:00,7,Salvigny Y Mom,Calle,SALVIGNY,0,Mom,Salvigny Y Mom,7,Point (102701.07793891 98301.55899449),-58.43383830,-34.64457699,Peaton,Auto
2019-0014,1,2019-02-20,2019,2,20,17:30:00,17,"Lamarca, Emilio 5402",Calle,"LAMARCA, EMILIO",5402,Nan,"Lamarca, Emilio 5402",11,Point (95105.42229190 104734.49416290),-58.51664939,-34.58657938,Moto,Objeto Fijo
2019-0015,1,2019-02-23,2019,2,23,06:57:00,6,San Martin Av. 5638,Avenida,SAN MARTIN AV.,5638,Nan,San Martin Av. 5638,11,Point (96988.34526261 103575.43345979),-58.49613012,-34.59703502,Auto,Objeto Fijo
2019-0016,1,2019-02-24,2019,2,24,02:00:00,2,"Carrillo, Ramon, Dr. Y Finochietto Enrique Dr.",Calle,"CARRILLO, RAMON, DR.",0,Finochietto Enrique Dr.,"Carrillo, Ramon, Dr. Y Finochietto Enrique Dr.",4,Point (107350.48403234 99520.90259673),-58.38313603,-34.63356284,Moto,Pasajeros
2019-0017,1,2019-03-03,2019,3,3,07:00:00,7,Mexico Y Pichincha,Calle,MEXICO,0,Pichincha,Mexico Y Pichincha,3,Point (105883.57359899 101434.40486977),-58.39914719,-34.61632317,Auto,Pasajeros
2019-0018,1,2019-03-03,2019,3,3,23:30:00,23,"Cantilo, Int. Y Udaondo, Guillermo Av.",Autopista,"CANTILO, INT.",0,"Udaondo, Guillermo Av.","Cantilo, Int. Y Udaondo, Guillermo Av.",13,Point (101287.58627255 109848.96522762),-58.44927253,-34.54048625,Peaton,Auto
2019-0019,1,2019-03-06,2019,3,6,12:00:00,12,Del Libertador Av. 6326,Avenida,DEL LIBERTADOR AV.,6326,Nan,Del Libertador Av. 6326,13,Point (101175.50098927 108378.70762331),-58.45049163,-34.55374003,Moto,Auto
2019-0020,1,2019-03-07,2019,3,7,21:01:00,21,Chiclana Av. 3444,Avenida,CHICLANA AV.,3444,Nan,Chiclana Av. 3444,5,Point (104622.17042668 99282.25347815),-58.41288952,-34.63572989,Moto,Auto
2019-0021,1,2019-03-15,2019,3,15,22:50:00,22,Boyaca Av. Y Yerbal,Avenida,BOYACA AV.,0,Yerbal,Boyaca Av. Y Yerbal,7,Point (100537.72694403 100405.74808196),-58.45743597,-34.62561234,Moto,Auto
2019-0022,1,2019-03-15,2019,3,15,1900-01-02 00:00:00,0,Entre Rios Av. Bajo Puente Autopista (1260 Aprox),Avenida,ENTRE RIOS AV.,1260,Nan,Entre Rios Av. 1260,1,Point (106608.39392805 100635.27735528),-58.39123782,-34.62352245,Auto,Sd
2019-0023,1,2019-03-16,2019,3,16,08:28:00,8,"Paz, Gral. Av. Y Jacques, Amadeo",Avenida,"PAZ, GRAL. AV.",0,"Jacques, Amadeo","Paz, Gral. Av. Y Jacques, Amadeo",9,Point (93955.07404645 99209.29091025),-58.52922765,-34.63637963,Auto,Objeto Fijo
2019-0024,1,2019-03-19,2019,3,19,1900-01-14 07:12:00,7,Antartida Argentina Av. 1325,Avenida,ANTARTIDA ARGENTINA AV.,1325,Nan,Antartida Argentina Av. 1325,1,Point (108368.93688513 104860.74716674),-58.37208118,-34.58541957,Moto,Cargas
2019-0025,1,2019-03-22,2019,3,22,13:10:00,13,"Mitre, Bartolome Y Sanchez De Bustamante",Calle,"MITRE, BARTOLOME",0,Sanchez De Bustamante,"Mitre, Bartolome Y Sanchez De Bustamante",5,Point (104468.07400702 102205.91009215),-58.41458534,-34.60937557,Peaton,Auto
2019-0026,1,2019-03-28,2019,3,28,07:32:00,7,"Fernandez De La Cruz, F. , Gral. Av. Y Larrazabal",Avenida,"FERNANDEZ DE LA CRUZ, F., GRAL. AV.",0,"Paz, Gral. Av.","Fernandez De La Cruz, F., Gral. Av. Y Paz, Gral. Av.",8,Point (98491.08733048 93092.87943671),-58.47976785,-34.69153196,Peaton,Pasajeros
2019-0027,1,2019-03-28,2019,3,28,11:11:00,11,Santa Fe Av. Y Azcuenaga,Avenida,SANTA FE AV.,0,Azcuenaga,Santa Fe Av. Y Azcuenaga,2,Point (105815.73438780 103786.90549585),-58.39990285,-34.59511714,Bicicleta,Multiple
2019-0028,1,2019-04-06,2019,4,6,09:15:00,9,"Justo, Juan B. Av. Y Oroño, Nicasio",Avenida,"JUSTO, JUAN B. AV.",0,"Oro?O, Nicasio","Justo, Juan B. Av. Y Oroã‘O, Nicasio",11,Point (100255.56175905 102594.14179920),-58.46051346,-34.60588536,Peaton,Pasajeros
2019-0029,1,2019-04-07,2019,4,7,10:15:00,10,"Fernandez De La Cruz, F. , Gral. Av. Y Lacarra Av.",Avenida,"FERNANDEZ DE LA CRUZ, F., GRAL. AV.",0,"Paz, Gral. Av.","Fernandez De La Cruz, F., Gral. Av. Y Paz, Gral. Av.",8,Point (98491.08733048 93092.87943671),-58.47976785,-34.69153196,Moto,Objeto Fijo
2019-0030,1,2019-04-09,2019,4,9,16:00:00,16,"Alvarez, Donato, Tte. Gral. Y Yerbal",Calle,"ALVAREZ, DONATO, TTE. GRAL.",0,Yerbal,"Alvarez, Donato, Tte. Gral. Y Yerbal",7,Point (100800.05107565 100531.46552448),-58.45457546,-34.62447891,Moto,Cargas
